Time,Current,Voltage
0,-0.37,11.85
296,-0.37,11.85
578,-0.37,11.85
900,-0.37,11.85
1182,-0.37,11.85
1464,-0.37,11.85
1786,-0.37,11.85
2068,-0.37,11.85
2390,-0.37,11.85
2672,-0.37,11.85
2994,-0.37,11.85
3275,-0.37,11.85
3597,-0.37,11.85
3879,-0.37,11.85
4161,-0.37,11.85
4483,-0.37,11.85
4765,0.19,11.46
5132,0.74,11.46
5374,0.88,11.38
5696,1.07,11.38
5978,1.20,11.38
6300,1.43,11.38
6581,1.71,11.30
6863,1.71,11.30
7185,1.71,11.30
7467,1.76,11.22
7789,1.85,11.14
8071,2.04,11.14
8393,2.17,11.14
8674,2.17,11.14
8995,2.17,11.14
9276,2.17,11.07
9598,2.08,11.07
9880,2.08,11.07
10200,2.08,11.07
10480,2.22,11.07
10763,2.08,11.07
11085,2.13,11.07
11366,2.22,11.07
11688,2.27,11.07
11970,2.31,11.07
12292,2.36,11.07
12574,2.36,11.07
12896,2.36,11.07
13178,2.31,11.07
13500,2.27,11.07
13782,2.17,11.07
14064,2.22,11.07
14386,2.22,11.07
14667,2.27,11.07
14988,2.27,11.07
15292,2.27,11.07
15574,2.27,11.07
15896,2.31,11.07
16177,2.27,11.07
16498,2.27,11.07
16780,2.17,11.07
17062,2.17,11.07
17384,2.27,11.07
17666,2.36,11.07
17987,2.41,11.07
18269,2.31,11.07
18592,2.31,11.07
18873,2.31,11.07
19195,2.31,11.07
19477,2.27,11.07
19799,2.17,11.07
20198,2.22,11.07
20400,2.22,11.07
20681,2.31,11.07
20963,2.27,11.07
21285,2.27,11.07
21567,2.41,11.07
21889,2.27,11.07
22171,2.31,11.07
22492,2.27,11.07
22774,2.13,11.07
23097,2.13,11.07
23378,2.13,11.07
23700,2.13,11.07
23982,2.17,11.07
24264,2.13,11.07
24585,2.08,11.07
24867,2.13,11.07
25169,2.13,11.07
25491,2.13,11.07
25773,2.13,11.07
26095,2.13,11.07
26377,2.22,11.07
26699,2.27,11.07
26980,2.27,11.07
27262,2.17,11.07
27584,2.17,11.07
27866,2.17,11.07
28188,2.17,11.07
28469,2.17,11.07
28792,2.22,11.07
29074,2.17,11.07
29395,2.08,11.07
29677,2.31,11.07
29998,2.54,11.07
30277,2.54,11.07
30600,2.68,11.07
30882,2.78,11.07
31164,2.82,11.07
31486,2.82,11.07
31768,2.82,11.07
32090,2.82,11.07
32371,2.82,11.07
32693,2.68,11.07
32975,2.59,11.07
33297,2.50,11.07
33579,2.41,11.07
33861,2.36,11.07
34183,2.36,11.07
34466,2.36,11.07
34787,2.27,11.07
35185,2.27,11.07
35387,2.27,11.07
35669,2.22,11.07
35992,2.17,11.07
36274,2.27,11.07
36596,2.27,11.07
36878,2.27,11.07
37200,2.27,11.07
37481,2.31,11.07
37763,2.27,11.07
38085,2.31,11.07
38367,2.36,11.07
38689,2.36,11.07
38971,2.36,11.07
39293,2.36,11.07
39575,2.31,11.07
39897,2.36,11.07
40200,2.36,11.07
40482,2.41,11.07
40764,2.45,11.07
41086,2.45,11.07
41368,2.36,11.07
41689,2.36,11.07
41971,2.31,11.07
42293,2.31,11.07
42575,2.27,11.07
42897,2.22,11.07
43179,2.27,11.07
43461,2.31,11.07
43783,2.36,11.07
44065,2.36,11.07
44387,2.31,11.07
44669,2.36,11.07
44991,2.41,11.07
45269,2.45,11.07
45591,2.50,11.07
45873,2.45,11.07
46195,2.45,11.07
46477,2.45,11.07
46799,2.45,11.07
47080,2.31,11.07
47362,2.31,11.07
47684,2.27,11.07
47966,2.22,11.07
48288,2.13,11.07
48570,2.22,11.07
48892,2.17,11.07
49174,2.17,11.07
49496,2.13,11.07
49777,2.17,11.07
50159,2.27,11.07
50361,2.31,11.07
50683,2.36,11.07
50965,2.36,11.07
51287,2.31,11.07
51569,2.36,11.07
51891,2.31,11.07
52173,2.31,11.07
52495,2.22,11.07
52777,2.17,11.07
53099,2.13,11.07
53381,2.13,11.07
53663,2.17,11.07
53985,2.27,11.07
54266,2.22,11.07
54588,2.22,11.07
54870,2.31,11.07
55189,2.27,11.07
55471,2.31,11.07
55793,2.36,11.07
56075,2.27,11.07
56397,2.27,11.07
56679,2.27,11.07
56960,2.27,11.07
57283,2.27,11.07
57565,2.22,11.07
57887,2.22,11.07
58169,2.17,11.07
58491,2.13,11.07
58772,2.17,11.07
59095,2.22,11.07
59376,2.27,11.07
59698,2.27,11.07
59981,2.27,11.07
60300,2.22,11.07
60582,2.27,11.07
60864,2.17,11.07
61186,2.13,11.07
61468,2.22,11.07
61790,2.27,11.07
62072,2.31,11.07
62394,2.36,11.07
62676,2.41,11.07
62998,2.36,11.07
63280,2.41,11.07
63561,2.50,11.07
63884,2.41,11.07
64166,2.41,11.07
64488,2.31,11.07
64770,2.41,11.07
65151,2.36,11.07
65393,2.31,11.07
65674,2.27,11.07
65996,2.31,11.07
66278,2.31,11.07
66600,2.36,11.07
66882,2.31,11.07
67164,2.31,11.07
67486,2.27,11.07
67768,2.17,11.07
68090,2.17,11.07
68371,2.27,11.07
68694,2.22,11.07
68975,2.27,11.07
69297,2.31,11.07
69579,2.41,11.07
69861,2.36,11.07
70179,2.36,11.07
70461,2.36,11.07
70783,2.31,11.07
71065,2.45,11.07
71387,2.36,11.07
71669,2.36,11.07
71991,2.27,11.07
72273,2.27,11.07
72595,2.27,11.07
72877,2.27,11.07
73199,2.31,11.07
73481,2.22,11.07
73763,2.17,11.07
74086,2.17,11.07
74367,2.27,11.07
74689,2.27,11.07
74971,2.31,11.07
75272,2.36,11.07
75595,2.27,11.07
75877,2.22,11.07
76199,2.27,11.07
76481,2.22,11.07
76763,2.27,11.07
77084,2.22,11.07
77366,2.27,11.07
77689,2.31,11.07
77970,2.22,11.07
78292,2.31,11.07
78574,2.27,11.07
78896,2.36,11.07
79178,2.27,11.07
79500,2.27,11.07
79782,2.31,11.07
80180,2.27,11.07
80382,2.17,11.07
80664,2.22,11.07
80986,2.22,11.07
81268,2.17,11.07
81590,2.22,11.07
81872,2.22,11.07
82193,2.22,11.07
82475,2.17,11.07
82798,2.27,11.07
83079,2.22,11.07
83361,2.17,11.07
83683,2.17,11.07
83965,2.13,11.07
84287,2.17,11.07
84569,2.17,11.07
84890,2.17,11.07
85193,2.17,11.07
85475,2.17,11.07
85797,2.22,11.07
86079,2.17,11.07
86361,2.31,11.07
86683,2.27,11.07
86965,2.22,11.07
87287,2.27,11.07
87569,2.22,11.07
87891,2.31,11.07
88173,2.36,11.07
88495,2.45,11.07
88776,2.45,11.07
89098,2.41,11.07
89380,2.50,11.07
89662,2.45,11.07
89984,2.41,11.07
90300,2.45,11.07
90582,2.50,11.07
90864,2.41,11.07
91186,2.31,11.07
91468,2.36,11.07
91790,2.31,11.07
92071,2.27,11.07
92394,2.31,11.07
92675,2.27,11.07
92998,2.31,11.07
93280,2.27,11.07
93562,2.22,11.07
93884,2.22,11.07
94166,2.27,11.07
94487,2.22,11.07
94769,2.22,11.07
95125,2.17,11.07
95367,2.17,11.07
95689,2.31,11.07
95971,2.31,11.07
96293,2.27,11.07
96575,2.17,11.07
96895,2.08,11.07
97176,2.08,11.07
97498,2.13,11.07
97780,2.13,11.07
98062,2.13,11.07
98384,2.13,11.07
98666,2.13,11.07
98987,2.13,11.07
99269,2.13,11.07
99591,2.17,11.07
99873,2.27,11.07
100186,2.27,11.07
100468,2.27,11.07
100790,2.22,11.07
101072,2.22,11.07
101393,2.27,11.07
101674,2.17,11.07
101996,2.17,11.07
102278,2.27,11.07
102600,2.22,11.07
102881,2.31,11.07
103163,2.22,11.07
103485,2.31,11.07
103767,2.31,11.07
104089,2.22,11.07
104371,2.31,11.07
104693,2.31,11.07
104975,2.31,11.07
105290,2.31,11.07
105572,2.22,11.07
105893,2.27,11.07
106175,2.27,11.07
106498,2.27,11.07
106779,2.22,11.07
107061,2.22,11.07
107383,2.17,11.07
107665,2.22,11.07
107987,2.22,11.07
108268,2.22,11.07
108590,2.13,11.07
108872,2.17,11.07
109194,2.17,11.07
109476,2.31,11.07
109798,2.22,11.07
110151,2.17,11.07
110393,2.22,11.07
110675,2.22,11.07
110997,2.27,11.07
111279,2.22,11.07
111561,2.17,11.07
111883,2.22,11.07
112165,2.22,11.07
112487,2.27,11.07
112768,2.36,11.07
113090,2.41,11.07
113372,2.36,11.07
113694,2.45,11.07
113976,2.45,11.07
114298,2.36,11.07
114580,2.31,11.07
114862,2.27,11.07
115177,2.27,11.07
115499,2.22,11.07
115781,2.27,11.07
116063,2.22,11.07
116385,2.27,11.07
116666,2.27,11.07
116988,2.27,11.07
117271,2.27,11.07
117592,2.31,11.07
117874,2.17,11.07
118196,2.31,11.07
118478,2.31,11.07
118800,2.17,11.07
119082,2.22,11.07
119364,2.31,11.07
119685,2.36,11.07
119967,2.45,11.07
120283,2.36,11.07
120564,2.36,11.07
120887,2.36,11.07
121169,2.36,11.07
121491,2.31,11.07
121772,2.17,11.07
122094,2.17,11.07
122376,2.17,11.07
122697,2.17,11.07
122979,2.17,11.07
123261,2.22,11.07
123583,2.17,11.07
123865,2.17,11.07
124187,2.31,11.07
124469,2.31,11.07
124791,2.36,11.07
125144,2.36,11.07
125386,2.41,11.07
125667,2.36,11.07
125989,2.41,11.07
126271,2.36,11.07
126593,2.31,11.07
126875,2.41,11.07
127197,2.41,11.07
127479,2.27,11.07
127761,2.27,11.07
128083,2.22,11.07
128365,2.31,11.07
128687,2.31,11.07
128969,2.22,11.07
129291,2.22,11.07
129572,2.22,11.07
129895,2.27,11.07
130171,2.27,11.07
130493,2.36,11.07
130775,2.31,11.07
131097,2.31,11.07
131378,2.36,11.07
131700,2.31,11.07
131982,2.31,11.07
132264,2.31,11.07
132586,2.27,11.07
132868,2.22,11.07
133188,2.27,11.07
133470,2.17,11.07
133792,2.17,11.07
134074,2.27,11.07
134396,2.27,11.07
134678,2.31,11.07
134999,2.31,11.07
135274,2.27,11.07
135596,2.31,11.07
135878,2.31,11.07
136160,2.36,11.07
136483,2.36,11.07
136765,2.36,11.07
137087,2.36,11.07
137369,2.36,11.07
137690,2.31,11.07
137972,2.27,11.07
138295,2.27,11.07
138576,2.31,11.07
138897,2.27,11.07
139179,2.31,11.07
139461,2.31,11.07
139783,2.22,11.07
140135,2.22,11.07
140377,2.22,11.07
140699,2.27,11.07
140981,2.31,11.07
141262,2.36,11.07
141584,2.22,11.07
141866,2.22,11.07
142188,2.27,11.07
142470,2.27,11.07
142792,2.31,11.07
143074,2.22,11.07
143396,2.27,11.07
143678,2.17,11.07
144000,2.27,11.07
144281,2.36,11.07
144563,2.45,11.07
144885,2.45,11.07
